iata_code,name,city,country,lat,lng,is_international,label,source_url
AAE,Annaba,Annaba,Algeria,36.822225,7.809167,false,Annaba (AAE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAL,Aalborg,Aalborg,Denmark,57.092789,9.849164,false,Aalborg (AAL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAN,Al Ain International Airport,Al Ain,United Arab Emirates,24.261667,55.609167,true,Al Ain (AAN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAQ,Vityazevo,Anapa,Russia,45.002097,37.347272,false,Anapa (AAQ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAR,Aarhus,Aarhus,Denmark,56.300017,10.619008,false,Aarhus (AAR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAT,Altay Airport,Altay,China,47.866667,88.116667,false,Altay (AAT),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAX,Araxa Airport,Araxa,Brazil,-19.563056,-46.960278,false,Araxa (AAX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AAY,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,16.191667,52.175,true,Al Ghaidah Intl (AAY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABA,Abakan,Abakan,Russia,53.74,91.385,false,Abakan (ABA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABD,Abadan,Abadan,Iran,30.371111,48.228333,false,Abadan (ABD),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABE,Lehigh Valley Intl,Allentown,United States,40.652083,-75.440806,true,Allentown (ABE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABI,Abilene Rgnl,Abilene,United States,32.411319,-99.681897,false,Abilene (ABI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABJ,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,5.261386,-3.926294,true,Abidjan (ABJ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABL,Ambler Airport,Ambler,United States,67.106389,-157.8575,false,Ambler (ABL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABM,Bamaga Injinoo,Amberley,Australia,-10.950833,142.459444,false,Amberley (ABM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,true,Albuquerque (ABQ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABR,Aberdeen Regional Airport,Aberdeen,United States,45.4491,-98.4218,false,Aberdeen (ABR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABS,Abu Simbel,Abu Simbel,Egypt,22.375953,31.611722,false,Abu Simbel (ABS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABT,Al Baha,El-baha,Saudi Arabia,20.296139,41.634277,false,El-baha (ABT),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria,9.006792,7.263172,true,Abuja (ABV),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABX,Albury,Albury,Australia,-36.067778,146.958056,false,Albury (ABX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABY,Southwest Georgia Regional Airport,Albany,United States,31.5355,-84.1945,false,Albany (ABY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ABZ,Dyce,Aberdeen,United Kingdom,57.201944,-2.197778,false,Aberdeen (ABZ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACA,General Juan N Alvarez Intl,Acapulco,Mexico,16.757061,-99.753953,true,Acapulco (ACA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACC,Kotoka Intl,Accra,Ghana,5.605186,-0.166786,true,Accra (ACC),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACE,Lanzarote,Las Palmas,Spain,28.945464,-13.605225,false,Las Palmas (ACE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACH,St Gallen Altenrhein,Altenrhein,Switzerland,47.485033,9.560775,false,Altenrhein (ACH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACI,Alderney,Alderney,Guernsey,49.706111,-2.214722,false,Alderney (ACI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACK,Nantucket Mem,Nantucket,United States,41.253053,-70.060181,false,Nantucket (ACK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACR,Araracuara Airport,Araracuara,Colombia,-0.58,-72.41,false,Araracuara (ACR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACT,Waco Rgnl,Waco,United States,31.611289,-97.230519,false,Waco (ACT),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACU,Achutupo Airport,Achutupo,Panama,9.2,-77.98,false,Achutupo (ACU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACV,Arcata,Arcata CA,United States,40.978111,-124.108611,false,Arcata CA (ACV),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACX,Xingyi Airport,Xingyi,China,25.0882,104.9587,false,Xingyi (ACX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ACY,Atlantic City Intl,Atlantic City,United States,39.457583,-74.577167,true,Atlantic City (ACY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADA,Adana,Adana,Turkey,36.982166,35.280388,false,Adana (ADA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADB,Adnan Menderes,Izmir,Turkey,38.292392,27.156953,false,Izmir (ADB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADD,Bole Intl,Addis Ababa,Ethiopia,8.977889,38.799319,true,Addis Ababa (ADD),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADE,Aden Intl,Aden,Yemen,12.829542,45.028792,true,Aden (ADE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADF,Adiyaman Airport,Adiyaman,Turkey,37.7314,38.4689,false,Adiyaman (ADF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADK,Adak Airport,Adak Island,United States,51.878,-176.646,false,Adak Island (ADK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADL,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,true,Adelaide (ADL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADQ,Kodiak,Kodiak,United States,57.749967,-152.493856,false,Kodiak (ADQ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADU,Ardabil Airport,Ardabil,Iran,38.325678,48.424356,false,Ardabil (ADU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ADZ,Gustavo Rojas Pinilla,San Andres Island,Colombia,12.583594,-81.711192,false,San Andres Island (ADZ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AEB,Tianyang,Baise,China,23.72,106.96,false,Baise (AEB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina,-34.559175,-58.415606,false,Buenos Aires (AEP),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AER,Sochi,Sochi,Russia,43.449928,39.956589,false,Sochi (AER),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AES,Vigra,Alesund,Norway,62.560372,6.110164,false,Alesund (AES),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AET,Allakaket Airport,Allakaket,United States,66.5519,-152.6222,false,Allakaket (AET),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AEX,Alexandria Intl,Alexandria,United States,31.3274,-92.549833,true,Alexandria (AEX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AEY,Akureyri,Akureyri,Iceland,65.659994,-18.072703,false,Akureyri (AEY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AFA,San Rafael,San Rafael,Argentina,-34.588314,-68.403854,false,San Rafael (AFA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AFL,Alta Floresta,Alta Floresta,Brazil,-9.866092,-56.106206,false,Alta Floresta (AFL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AFZ,Sabzevar National Airport,Sabzevar,Iran,36.168083,57.595183,false,Sabzevar (AFZ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGA,Inezgane,Agadir,Morocco,30.381353,-9.546311,false,Agadir (AGA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGB,Augsburg,Augsburg,Germany,48.425158,10.931764,false,Augsburg (AGB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGF,La Garenne,Agen,France,44.174721,0.590556,false,Agen (AGF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGH,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,56.2961,12.8471,false,Ängelholm (AGH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGM,Tasiilaq,Angmagssalik,Greenland,65.612222,-37.618333,false,Angmagssalik (AGM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGN,Angoon Seaplane Base,Angoon,United States,57.503611,-134.585,false,Angoon (AGN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGP,Malaga,Malaga,Spain,36.6749,-4.499106,false,Malaga (AGP),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGR,Agra,Agra,India,27.155831,77.960892,false,Agra (AGR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGS,Augusta Rgnl At Bush Fld,Bush Field,United States,33.369944,-81.9645,false,Bush Field (AGS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGT,Ciudad del Este,Ciudad del Este,Paraguay,-25.4555,-54.843592,false,Ciudad del Este (AGT),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGU,Jesus Teran Intl,Aguascalientes,Mexico,21.705558,-102.317858,true,Aguascalientes (AGU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AGX,Agatti,Agatti Island,India,10.823656,72.176042,false,Agatti Island (AGX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AHB,Abha,Abha,Saudi Arabia,18.240367,42.656625,false,Abha (AHB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AHE,Ahe Airport,Ahe,French Polynesia,-14.4281,-146.257,false,Ahe (AHE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AHN,Athens Ben Epps Airport,Athens,United States,33.9486,-83.3263,false,Athens (AHN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AHO,Alghero,Alghero,Italy,40.632133,8.290772,false,Alghero (AHO),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AHU,Cherif El Idrissi,Al Hociema,Morocco,35.177103,-3.839525,false,Al Hociema (AHU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AIA,Alliance Municipal Airport,Alliance,United States,42.053333,-102.803889,false,Alliance (AIA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AIN,Wainwright Airport,Wainwright,United States,70.638056,-159.994722,false,Wainwright (AIN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AIT,Aitutaki,Aitutaki,Cook Islands,-18.830922,-159.764233,false,Aitutaki (AIT),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AIU,Atiu Island Airport,Atiu Island,Cook Islands,-19.9678,-158.119,false,Atiu Island (AIU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AJA,Campo Dell Oro,Ajaccio,France,41.923637,8.802917,false,Ajaccio (AJA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AJF,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,29.785133,40.100006,false,Al-Jawf (AJF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AJI,Agri Airport,Agri,Turkey,39.6546,43.0271,false,Agri (AJI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AJL,Aizawl,Aizwal,India,23.746603,92.802767,false,Aizwal (AJL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AJR,Arvidsjaur,Arvidsjaur,Sweden,65.590278,19.281944,false,Arvidsjaur (AJR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AJU,Santa Maria,Aracaju,Brazil,-10.984,-37.070333,false,Aracaju (AJU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKB,Atka Airport,Atka,United States,52.220278,-174.206389,false,Atka (AKB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKF,Kufra,Kufra,Libya,24.178728,23.313958,false,Kufra (AKF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKI,Akiak Airport,Akiak,United States,60.902778,-161.230556,false,Akiak (AKI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKJ,Asahikawa,Asahikawa,Japan,43.670833,142.4475,false,Asahikawa (AKJ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKK,Akhiok Airport,Akhiok,United States,56.938611,-154.1825,false,Akhiok (AKK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKL,Auckland Intl,Auckland,New Zealand,-37.008056,174.791667,true,Auckland (AKL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKN,King Salmon,King Salmon,United States,58.676778,-156.649278,false,King Salmon (AKN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,68.1336,-151.743,false,Anaktuvuk Pass (AKP),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKU,Aksu Airport,Aksu,China,41.2625,80.2917,false,Aksu (AKU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKV,Akulivik Airport,Akulivik,Canada,60.8186,-78.1486,false,Akulivik (AKV),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKX,Aktyubinsk,Aktyubinsk,Kazakhstan,50.245833,57.206667,false,Aktyubinsk (AKX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AKY,Sittwe,Sittwe,Burma,20.132708,92.872628,false,Sittwe (AKY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALA,Almaty,Alma-ata,Kazakhstan,43.352072,77.040508,false,Alma-ata (ALA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALB,Albany Intl,Albany,United States,42.748267,-73.801692,true,Albany (ALB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALC,Alicante,Alicante,Spain,38.282169,-0.558156,false,Alicante (ALC),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALF,Alta,Alta,Norway,69.976111,23.371667,false,Alta (ALF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALG,Houari Boumediene,Algier,Algeria,36.691014,3.215408,false,Algier (ALG),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALH,Albany Airport,Albany,Australia,-34.9433,117.809,false,Albany (ALH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALO,Waterloo Regional Airport,Waterloo,United States,42.5571,-92.4003,false,Waterloo (ALO),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALS,San Luis Valley Regional Airport,Alamosa,United States,37.435,-105.866667,false,Alamosa (ALS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ALW,Walla Walla Regional Airport,Walla Walla,United States,46.0949,-118.288,false,Walla Walla (ALW),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AMA,Rick Husband Amarillo Intl,Amarillo,United States,35.219369,-101.705931,true,Amarillo (AMA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AMD,Ahmedabad,Ahmedabad,India,23.077242,72.63465,false,Ahmedabad (AMD),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AMH,Arba Minch,Arba Minch,Ethiopia,6.039389,37.590453,false,Arba Minch (AMH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AMM,Queen Alia Intl,Amman,Jordan,31.722556,35.993214,true,Amman (AMM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AMQ,Pattimura,Ambon,Indonesia,-3.710264,128.089136,false,Ambon (AMQ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AMS,Schiphol,Amsterdam,Netherlands,52.308613,4.763889,false,Amsterdam (AMS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANC,Ted Stevens Anchorage Intl,Anchorage,United States,61.174361,-149.996361,true,Anchorage (ANC),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANF,Cerro Moreno Intl,Antofagasta,Chile,-23.444478,-70.4451,true,Antofagasta (ANF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANG,Brie Champniers,Angouleme,France,45.729247,0.221456,false,Angouleme (ANG),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANI,Aniak Airport,Aniak,United States,61.5816,-159.543,false,Aniak (ANI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANM,Antsirabato,Antalaha,Madagascar,-14.999411,50.320233,false,Antalaha (ANM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANR,Deurne,Antwerp,Belgium,51.189444,4.460278,false,Antwerp (ANR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANS,Andahuaylas,Andahuaylas,Peru,-13.706408,-73.350378,false,Andahuaylas (ANS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANU,V C Bird Intl,Antigua,Antigua and Barbuda,17.136749,-61.792667,true,Antigua (ANU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANV,Anvik Airport,Anvik,United States,62.6467,-160.191,false,Anvik (ANV),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ANX,Andenes,Andoya,Norway,69.2925,16.144167,false,Andoya (ANX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOE,Anadolu Airport,Eskissehir,Turkey,39.809858,30.519378,false,Eskissehir (AOE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOI,Falconara,Ancona,Italy,43.616389,13.362222,false,Ancona (AOI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOJ,Aomori,Aomori,Japan,40.734722,140.690833,false,Aomori (AOJ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOK,Karpathos,Karpathos,Greece,35.421408,27.146008,false,Karpathos (AOK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOO,Altoona Blair Co,Altoona,United States,40.296372,-78.320022,false,Altoona (AOO),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOR,Sultan Abdul Halim,Alor Setar,Malaysia,6.189667,100.398183,false,Alor Setar (AOR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AOS,Amook Bay Seaplane Base,Amook Bay,United States,57.471389,-153.815278,false,Amook Bay (AOS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
APF,Naples Muni,Naples,United States,26.152619,-81.775294,false,Naples (APF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
APL,Nampula,Nampula,Mozambique,-15.105611,39.2818,false,Nampula (APL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
APN,Alpena County Regional Airport,Alpena,United States,45.0781,-83.5603,false,Alpena (APN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
APO,Apartadó Airport,Apartadó,Colombia,7.033,-77.2,false,Apartadó (APO),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
APW,Faleolo Intl,Faleolo,Samoa,-13.829969,-172.008336,true,Faleolo (APW),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AQA,Araraquara,Araracuara,Brazil,-21.812,-48.133028,false,Araracuara (AQA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AQG,Anqing Airport,Anqing,China,30.5822,117.0502,false,Anqing (AQG),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AQI,Qaisumah,Hafr Al-batin,Saudi Arabia,28.335192,46.125069,false,Hafr Al-batin (AQI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AQJ,Aqaba King Hussein Intl,Aqaba,Jordan,29.611619,35.018067,true,Aqaba (AQJ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AQP,Rodriguez Ballon,Arequipa,Peru,-16.341072,-71.583083,false,Arequipa (AQP),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARC,Arctic Village Airport,Arctic Village,United States,68.1147,-145.579,false,Arctic Village (ARC),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARH,Talagi,Arkhangelsk,Russia,64.360281,40.430167,false,Arkhangelsk (ARH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARI,Chacalluta,Arica,Chile,-18.348531,-70.338742,false,Arica (ARI),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARK,Arusha,Arusha,Tanzania,-3.367794,36.633333,false,Arusha (ARK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARM,Armidale,Armidale,Australia,-30.528056,151.617222,false,Armidale (ARM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARN,Arlanda,Stockholm,Sweden,59.651944,17.918611,false,Stockholm (ARN),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ART,Watertown Intl,Watertown,United States,43.991922,-76.021739,true,Watertown (ART),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARU,Aracatuba,Aracatuba,Brazil,-21.141342,-50.424722,false,Aracatuba (ARU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ARW,Arad,Arad,Romania,46.17655,21.262022,false,Arad (ARW),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASB,Ashgabat,Ashkhabad,Turkmenistan,37.986814,58.360967,false,Ashkhabad (ASB),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASE,Aspen Pitkin County Sardy Field,Aspen,United States,39.2232,-106.869,false,Aspen (ASE),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASF,Astrakhan,Astrakhan,Russia,46.283333,48.006278,false,Astrakhan (ASF),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASJ,Amami,Amami,Japan,28.430633,129.712542,false,Amami (ASJ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASM,Asmara Intl,Asmara,Eritrea,15.291853,38.910667,true,Asmara (ASM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASO,Asosa,Asosa,Ethiopia,10.01855,34.586253,false,Asosa (ASO),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASP,Alice Springs,Alice Springs,Australia,-23.806667,133.902222,false,Alice Springs (ASP),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASR,Erkilet,Kayseri,Turkey,38.770386,35.495428,false,Kayseri (ASR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASU,Silvio Pettirossi Intl,Asuncion,Paraguay,-25.23985,-57.519133,true,Asuncion (ASU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASV,Amboseli Airport,Amboseli National Park,Kenya,-2.64505,37.2531,false,Amboseli National Park (ASV),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ASW,Aswan Intl,Aswan,Egypt,23.964356,32.819975,true,Aswan (ASW),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATA,Comandante Fap German Arias Graziani,Anta,Peru,-9.347444,-77.598392,false,Anta (ATA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATC,Arthurs Town Airport,Arthur's Town,Bahamas,24.629417,-75.673775,false,Arthur's Town (ATC),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011,false,Atoifi (ATD),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATH,Eleftherios Venizelos Intl,Athens,Greece,37.936358,23.944467,true,Athens (ATH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,70.4673,-157.436,false,Atqasuk (ATK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATL,Hartsfield Jackson Atlanta Intl,Atlanta,United States,33.636719,-84.428067,true,Atlanta (ATL),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATM,Altamira,Altamira,Brazil,-3.253906,-52.253978,false,Altamira (ATM),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATQ,Amritsar,Amritsar,India,31.709594,74.797264,false,Amritsar (ATQ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATT,Camp Mabry Austin City,Austin TX,United States,30.31666,-97.7666,false,Austin TX (ATT),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATW,Appleton,Appleton,United States,44.257526,-88.507576,false,Appleton (ATW),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATY,Watertown Regional Airport,Watertown,United States,44.914,-97.1547,false,Watertown (ATY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
ATZ,Asyut International Airport,Asyut,Egypt,27.046508,31.011983,true,Asyut (ATZ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUA,Reina Beatrix Intl,Oranjestad,Aruba,12.501389,-70.015221,true,Oranjestad (AUA),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUC,Santiago Perez,Arauca,Colombia,7.068881,-70.736925,false,Arauca (AUC),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUG,Augusta State,Augusta,United States,44.320647,-69.797317,false,Augusta (AUG),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUH,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,24.432972,54.651138,true,Abu Dhabi (AUH),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUK,Alakanuk Airport,Alakanuk,United States,62.68,-164.66,false,Alakanuk (AUK),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUQ,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,-9.768794,-139.011256,false,Hiva-oa (AUQ),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUR,Aurillac,Aurillac,France,44.891388,2.421944,false,Aurillac (AUR),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUS,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889,true,Austin (AUS),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUU,Aurukun Airport,Aurukun,Australia,-13.3539,141.721,false,Aurukun (AUU),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUX,Araguaina Airport,Araguaina,Brazil,-7.228333,-48.240833,false,Araguaina (AUX),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
AUY,Anelghowhat Airport,Anelghowhat,Vanuatu,-20.2492,169.771,false,Anelghowhat (AUY),https://raw.githubusercontent.com/algolia/datasets/master/airports/airports.json
